,loss,accuracy,val_loss,val_accuracy,lr
1,0.48262354731559753,0.7802330255508423,0.6569679975509644,0.59375,0.0010000000474974513
2,0.4116469919681549,0.7983126044273376,0.6397611498832703,0.609375,0.0010000000474974513
3,0.3972029685974121,0.8007231950759888,0.5881887078285217,0.6640625,0.0010000000474974513
4,0.3980920910835266,0.8035355806350708,0.48109427094459534,0.72265625,0.0010000000474974513
5,0.38957586884498596,0.8119726777076721,0.5433133840560913,0.72265625,0.0010000000474974513
6,0.39002853631973267,0.808356761932373,0.49562424421310425,0.78125,0.0010000000474974513
7,0.38297444581985474,0.808758556842804,0.3962305784225464,0.82421875,0.0005000000237487257
8,0.36440327763557434,0.8280434012413025,0.4288334548473358,0.81640625,0.0005000000237487257
9,0.3626953661441803,0.8212133646011353,1.0104786157608032,0.51171875,0.0005000000237487257
10,0.3520941436290741,0.8312575221061707,0.5962367653846741,0.66796875,0.0002500000118743628
11,0.3432714641094208,0.8344717025756836,0.4007178246974945,0.828125,0.0002500000118743628
12,0.33490481972694397,0.8392928838729858,0.3465856611728668,0.8203125,0.0001250000059371814
13,0.3308616578578949,0.8372840285301208,0.40205448865890503,0.8203125,0.0001250000059371814
14,0.3353680372238159,0.841703474521637,0.38229018449783325,0.8203125,0.0001250000059371814
15,0.32080408930778503,0.849337100982666,0.35577309131622314,0.828125,6.25000029685907e-05
16,0.32156631350517273,0.8517476916313171,0.35498660802841187,0.8203125,6.25000029685907e-05
17,0.3174603581428528,0.8585777282714844,0.34257084131240845,0.82421875,3.125000148429535e-05
18,0.3166433572769165,0.8501406311988831,0.3424680829048157,0.828125,3.125000148429535e-05
19,0.31282734870910645,0.8513458967208862,0.34205764532089233,0.83203125,3.125000148429535e-05
20,0.31974074244499207,0.8489353060722351,0.34987872838974,0.8125,3.125000148429535e-05
21,0.3145945370197296,0.8561671376228333,0.3430793583393097,0.828125,3.125000148429535e-05
22,0.31817352771759033,0.852149486541748,0.34206423163414,0.83203125,1.5625000742147677e-05
23,0.3166962265968323,0.8581759929656982,0.3411429524421692,0.83203125,1.5625000742147677e-05
24,0.31009283661842346,0.8549618124961853,0.34118717908859253,0.8359375,1.5625000742147677e-05
25,0.30880120396614075,0.8609883785247803,0.34207382798194885,0.8359375,1.5625000742147677e-05
26,0.3125263452529907,0.8541582822799683,0.3416079580783844,0.8359375,7.812500371073838e-06
27,0.30997517704963684,0.8585777282714844,0.34147316217422485,0.8359375,7.812500371073838e-06
28,0.3054741621017456,0.8573724627494812,0.3416704833507538,0.8359375,3.906250185536919e-06
29,0.3040120005607605,0.8621936440467834,0.3417414426803589,0.8359375,3.906250185536919e-06
30,0.3147379159927368,0.8541582822799683,0.3416285812854767,0.8359375,1.9531250927684596e-06
