,loss,accuracy,val_loss,val_accuracy,lr
1,0.623365044593811,0.6721574664115906,0.6909580826759338,0.44921875,0.0010000000474974513
2,0.4906812608242035,0.7641623020172119,0.49928712844848633,0.7421875,0.0010000000474974513
3,0.3888758420944214,0.8280434012413025,0.41582486033439636,0.80859375,0.0010000000474974513
4,0.39643487334251404,0.8139815330505371,0.42076629400253296,0.80078125,0.0010000000474974513
5,0.3769606649875641,0.8192045092582703,0.412017285823822,0.8046875,0.0010000000474974513
6,0.3650418221950531,0.8240256905555725,0.47295254468917847,0.7890625,0.0010000000474974513
7,0.3591468334197998,0.8320610523223877,0.4163023829460144,0.80078125,0.0010000000474974513
8,0.339436799287796,0.8396946787834167,0.403970330953598,0.82421875,0.0005000000237487257
9,0.3357965052127838,0.8356769680976868,0.3916030824184418,0.82421875,0.0005000000237487257
10,0.3353186845779419,0.841703474521637,0.40112608671188354,0.82421875,0.0005000000237487257
11,0.3343457579612732,0.8400964140892029,0.3785945177078247,0.8359375,0.0005000000237487257
12,0.33099040389060974,0.8421052694320679,0.38445746898651123,0.828125,0.0005000000237487257
13,0.31548622250556946,0.8569706678390503,0.38473445177078247,0.81640625,0.0005000000237487257
14,0.305393248796463,0.8513458967208862,0.3819679021835327,0.8359375,0.0002500000118743628
15,0.3065139055252075,0.8501406311988831,0.389065682888031,0.83203125,0.0002500000118743628
16,0.3065997064113617,0.854567289352417,0.39451876282691956,0.82421875,0.0001250000059371814
17,0.2996100187301636,0.8573724627494812,0.3946985602378845,0.83203125,0.0001250000059371814
18,0.2987281382083893,0.849337100982666,0.3882904648780823,0.8359375,6.25000029685907e-05
